case_id,lambda_value,model_name,seed,fragile_flag,fragile_label,n_points,weight_sum,negative_frequency,negative_frequency_weighted,min_eigenvalue_mean,min_eigenvalue_weighted_mean,min_eigenvalue_q10,min_eigenvalue_q05,spectral_tail_mean,logdet_residual_mean,logdet_residual_weighted_mean,logdet_residual_q90,logdet_residual_q95,euler_density_proxy_mean,euler_density_proxy_weighted_mean,determinant_g_mean,determinant_g_weighted_mean,logdet_g_mean,logdet_g_weighted_mean,logdet_target_mean,logdet_target_weighted_mean,fragility_score_mean,chart_id_mode
cefalu_lambda_0_75,0.75,local,11,False,regular,180.0,180.06173706054688,0.022222222222222223,0.02668974986794234,0.16257277131080627,0.162296403755738,0.06022968627512455,0.03370697144418955,0.027514290892415576,-0.47144970297813416,-0.5398643511546168,0.783758234977722,1.0055235385894767,-3.9628703594207764,-4.023048963750924,0.03609027341008186,0.03497518401202409,-3.9628703594207764,-4.023048963750924,-3.4914205074310303,-3.483184608325036,1.0689918930929836,3.0
cefalu_lambda_0_75,0.75,local,11,True,fragile,20.0,19.93828773498535,0.2,0.20053929796886902,0.1275584101676941,0.11832902233228161,-0.018884131312370298,-0.024662396684288976,-0.049999337643384933,-2.5280489921569824,-2.637867685059928,1.2802751779556274,1.3049400806427005,-6.5982232093811035,-6.684730602207146,0.029317498207092285,0.02708006499313788,-6.5982232093811035,-6.684730602207146,-4.070174694061279,-4.046862957006641,0.594172264878061,3.0
cefalu_lambda_0_75,0.75,local,19,False,regular,187.0,182.6524200439453,0.03208556149732621,0.034262616381129804,0.16622978448867798,0.1624037541328387,0.044185090065002444,0.011606400273740297,0.013155320849220612,-0.6480799913406372,-0.6512118807292343,0.9296973705291749,1.1335770606994626,-4.171280860900879,-4.243724421383933,0.03893949091434479,0.0376911280720608,-4.171280860900879,-4.243724421383933,-3.523200511932373,-3.592512536988117,1.0669357425206765,3.0
cefalu_lambda_0_75,0.75,local,19,True,fragile,13.0,17.347579956054688,0.07692307692307693,0.08477195036765905,0.1919606477022171,0.19358539359811763,0.02662118673324586,-0.0030312541872262906,-0.007350068539381027,-0.4671803116798401,-0.6155919510038689,1.4513592720031738,1.4834734916687011,-4.61311149597168,-4.749048022390169,0.04137485846877098,0.04263628175322812,-4.61311149597168,-4.749048022390169,-4.145931720733643,-4.1334560713863,0.6023040306625499,1.0
cefalu_lambda_0_90,0.9,global,7,False,regular,172.0,173.47576904296875,0.005813953488372093,0.002463458758334012,0.1676241010427475,0.15999561564128525,0.08453185334801674,0.06085964310914278,0.057482262038522296,-0.2791343033313751,-0.2882837801990156,0.5898854970932007,0.6932805657386779,-3.708735227584839,-3.7829981284379413,0.03516615927219391,0.03165408004999145,-3.708735227584839,-3.7829981284379413,-3.429600954055786,-3.494714348238925,1.0451743404387557,3.0
cefalu_lambda_0_90,0.9,global,7,True,fragile,28.0,26.52421760559082,0.07142857142857142,0.07894736803666685,0.14809148013591766,0.15056352083831712,0.05881693176925183,0.009120823722332722,0.003639045481880506,-1.092195987701416,-1.1586743478815116,0.6879683256149293,0.7567460060119628,-4.704368591308594,-4.819345943683666,0.02918785810470581,0.029335078805372544,-4.704368591308594,-4.819345943683666,-3.6121726036071777,-3.660671591960823,0.6164740959260975,3.0
cefalu_lambda_0_90,0.9,global,11,False,regular,173.0,170.67462158203125,0.09248554913294797,0.09004325529251561,0.11250507831573486,0.11175763780202877,0.0019415948539972265,-0.013994956389069557,-0.01831082860654634,-2.2229373455047607,-2.2061971174050763,0.05899229049682619,0.16405010223388686,-5.5940260887146,-5.57689575768099,0.018373239785432816,0.017468882401217054,-5.5940260887146,-5.57689575768099,-3.3710880279541016,-3.3706986497029736,1.02283190120968,3.0
cefalu_lambda_0_90,0.9,global,11,True,fragile,27.0,29.32538414001465,0.14814814814814814,0.15993047386478723,0.09063635766506195,0.09546029053045865,-0.008650821819901466,-0.03494744701310992,-0.04557247242579857,-2.935756206512451,-2.978424391801924,-0.13084897994995112,0.08890519142150857,-6.54729700088501,-6.596056988786799,0.012846299447119236,0.01353113890792295,-6.54729700088501,-6.596056988786799,-3.6115407943725586,-3.61763263586344,0.6006045716332716,3.0
cefalu_lambda_0_90,0.9,global,19,False,regular,176.0,174.20068359375,0.028409090909090908,0.019156301732938547,0.15373115241527557,0.15321922807174207,0.046011608093976974,0.020567741710692644,0.017244248922603827,-0.7274872064590454,-0.5931935583753695,0.8083654642105103,1.2037363350391388,-4.135488510131836,-4.076606801864253,0.03749004378914833,0.0389527641256494,-4.135488510131836,-4.076606801864253,-3.408001184463501,-3.4834132446687485,1.0389773367940196,3.0
cefalu_lambda_0_90,0.9,global,19,True,fragile,24.0,25.799301147460938,0.0,0.0,0.119992196559906,0.12102071191203365,0.03431134559214115,0.03016100451350212,0.02696108693877856,-0.4091269075870514,-0.3760336837060754,0.4616833209991455,0.9174126744270313,-4.10348653793335,-4.10404555247436,0.02481793612241745,0.025934437738393427,-4.10348653793335,-4.10404555247436,-3.694359540939331,-3.728011868768284,0.5721515811186502,3.0
cefalu_lambda_0_90,0.9,local,7,False,regular,172.0,173.47576904296875,0.011627906976744186,0.020693052814106418,0.18970263004302979,0.1821505550037135,0.08999970629811288,0.06036130618304015,0.05257762148458925,-0.13372181355953217,-0.27422442311536915,0.8650717973709107,1.016640067100525,-3.5633225440979004,-3.7689387660682865,0.04316810891032219,0.04058428640426707,-3.5633225440979004,-3.7689387660682865,-3.429600954055786,-3.494714348238925,1.0451743404387557,3.0
cefalu_lambda_0_90,0.9,local,7,True,fragile,28.0,26.52421760559082,0.0,0.0,0.1530708521604538,0.1549069977483144,0.05616507753729821,0.047726163640618324,0.045098330825567245,-0.1597917377948761,-0.09531337779874659,0.576691484451294,0.9009664893150325,-3.7719643115997314,-3.75598496975957,0.029538175091147423,0.03077826542342374,-3.7719643115997314,-3.75598496975957,-3.6121726036071777,-3.660671591960823,0.6164740959260975,3.0
cefalu_lambda_0_90,0.9,local,11,False,regular,173.0,170.67462158203125,0.017341040462427744,0.0197605168866008,0.17829889059066772,0.176543652829648,0.053585197776556015,0.043046166002750394,0.029020211814592283,-0.35597503185272217,-0.40539278507979165,0.8582074642181403,1.0374852657318114,-3.7270634174346924,-3.776091440179642,0.04319773614406586,0.041476499537137,-3.7270634174346924,-3.776091440179642,-3.3710880279541016,-3.3706986497029736,1.02283190120968,3.0
