subset,mode,variable,loading,abs_loading,explained_variance_ratio
baseline_fragile_only,PC2,spectral_tail_mean,0.10017901764323947,0.10017901764323947,0.16631740374482037
baseline_fragile_only,PC2,euler_density_proxy_mean,-0.08969257681575697,0.08969257681575697,0.16631740374482037
baseline_fragile_only,PC2,logdet_g_mean,-0.08969257681575697,0.08969257681575697,0.16631740374482037
baseline_fragile_only,PC2,min_eigenvalue_q05,0.0857342626407952,0.0857342626407952,0.16631740374482037
baseline_fragile_only,PC2,min_eigenvalue_q10,-0.03616585167711685,0.03616585167711685,0.16631740374482037
baseline_fragile_only,PC2,euler_density_proxy_weighted_mean,-0.024888506499445656,0.024888506499445656,0.16631740374482037
baseline_fragile_only,PC2,negative_frequency,-0.002816058110927694,0.002816058110927694,0.16631740374482037
baseline_fragile_only,PC3,determinant_g_mean,0.4570360100609556,0.4570360100609556,0.15231008337729524
baseline_fragile_only,PC3,min_eigenvalue_mean,0.40339492244127484,0.40339492244127484,0.15231008337729524
baseline_fragile_only,PC3,logdet_residual_q95,0.3780363021955293,0.3780363021955293,0.15231008337729524
baseline_fragile_only,PC3,logdet_residual_q90,0.36306304773559905,0.36306304773559905,0.15231008337729524
baseline_fragile_only,PC3,logdet_target_mean,0.34508198279582475,0.34508198279582475,0.15231008337729524
baseline_fragile_only,PC3,negative_frequency,0.2649678353930541,0.2649678353930541,0.15231008337729524
baseline_fragile_only,PC3,spectral_tail_mean,-0.26173019532527997,0.26173019532527997,0.15231008337729524
baseline_fragile_only,PC3,min_eigenvalue_q05,-0.2370498277273084,0.2370498277273084,0.15231008337729524
baseline_fragile_only,PC3,logdet_residual_mean,-0.16904285463857208,0.16904285463857208,0.15231008337729524
baseline_fragile_only,PC3,min_eigenvalue_q10,-0.09601921731485448,0.09601921731485448,0.15231008337729524
baseline_fragile_only,PC3,euler_density_proxy_weighted_mean,-0.03458947343417282,0.03458947343417282,0.15231008337729524
