variable_i,variable_j,correlation,subset
determinant_g_mean,min_eigenvalue_mean,0.963131360794535,baseline_regular_only
logdet_g_mean,min_eigenvalue_mean,0.9330706061418441,baseline_regular_only
logdet_target_mean,min_eigenvalue_mean,0.37886075276945824,baseline_regular_only
negative_frequency,min_eigenvalue_q10,-0.874135296017671,baseline_regular_only
min_eigenvalue_mean,min_eigenvalue_q10,0.9251649360613563,baseline_regular_only
min_eigenvalue_q10,min_eigenvalue_q10,1.0,baseline_regular_only
min_eigenvalue_q05,min_eigenvalue_q10,0.9780781930308747,baseline_regular_only
spectral_tail_mean,min_eigenvalue_q10,0.980140961618555,baseline_regular_only
logdet_residual_mean,min_eigenvalue_q10,0.8967891018749798,baseline_regular_only
logdet_residual_q90,min_eigenvalue_q10,0.6002738268935947,baseline_regular_only
logdet_residual_q95,min_eigenvalue_q10,0.4460265289794438,baseline_regular_only
euler_density_proxy_mean,min_eigenvalue_q10,0.9350934216806521,baseline_regular_only
euler_density_proxy_weighted_mean,min_eigenvalue_q10,0.9052581888622029,baseline_regular_only
determinant_g_mean,min_eigenvalue_q10,0.8285994696414003,baseline_regular_only
logdet_g_mean,min_eigenvalue_q10,0.9350934216806521,baseline_regular_only
logdet_target_mean,min_eigenvalue_q10,0.26868890917815724,baseline_regular_only
negative_frequency,min_eigenvalue_q05,-0.8779112329639992,baseline_regular_only
min_eigenvalue_mean,min_eigenvalue_q05,0.9049273338662598,baseline_regular_only
min_eigenvalue_q10,min_eigenvalue_q05,0.9780781930308747,baseline_regular_only
min_eigenvalue_q05,min_eigenvalue_q05,0.9999999999999998,baseline_regular_only
spectral_tail_mean,min_eigenvalue_q05,0.99239433445946,baseline_regular_only
logdet_residual_mean,min_eigenvalue_q05,0.8911535152721726,baseline_regular_only
logdet_residual_q90,min_eigenvalue_q05,0.5553904778490054,baseline_regular_only
logdet_residual_q95,min_eigenvalue_q05,0.39408950850069885,baseline_regular_only
euler_density_proxy_mean,min_eigenvalue_q05,0.9289718979270505,baseline_regular_only
euler_density_proxy_weighted_mean,min_eigenvalue_q05,0.905005883920046,baseline_regular_only
determinant_g_mean,min_eigenvalue_q05,0.8056305333170288,baseline_regular_only
logdet_g_mean,min_eigenvalue_q05,0.9289718979270505,baseline_regular_only
logdet_target_mean,min_eigenvalue_q05,0.2658107255324337,baseline_regular_only
negative_frequency,spectral_tail_mean,-0.9034624404396925,baseline_regular_only
min_eigenvalue_mean,spectral_tail_mean,0.8930572684028185,baseline_regular_only
min_eigenvalue_q10,spectral_tail_mean,0.980140961618555,baseline_regular_only
min_eigenvalue_q05,spectral_tail_mean,0.99239433445946,baseline_regular_only
spectral_tail_mean,spectral_tail_mean,0.9999999999999998,baseline_regular_only
logdet_residual_mean,spectral_tail_mean,0.9143051037624522,baseline_regular_only
logdet_residual_q90,spectral_tail_mean,0.582972060586985,baseline_regular_only
logdet_residual_q95,spectral_tail_mean,0.41775183675167926,baseline_regular_only
euler_density_proxy_mean,spectral_tail_mean,0.9388707894655605,baseline_regular_only
euler_density_proxy_weighted_mean,spectral_tail_mean,0.9177948939857112,baseline_regular_only
determinant_g_mean,spectral_tail_mean,0.7859539526091036,baseline_regular_only
logdet_g_mean,spectral_tail_mean,0.9388707894655605,baseline_regular_only
logdet_target_mean,spectral_tail_mean,0.2036539581543615,baseline_regular_only
negative_frequency,logdet_residual_mean,-0.9817502243219467,baseline_regular_only
min_eigenvalue_mean,logdet_residual_mean,0.8715774515869957,baseline_regular_only
min_eigenvalue_q10,logdet_residual_mean,0.8967891018749797,baseline_regular_only
min_eigenvalue_q05,logdet_residual_mean,0.8911535152721726,baseline_regular_only
spectral_tail_mean,logdet_residual_mean,0.9143051037624522,baseline_regular_only
logdet_residual_mean,logdet_residual_mean,0.9999999999999998,baseline_regular_only
logdet_residual_q90,logdet_residual_mean,0.8393130163673395,baseline_regular_only
logdet_residual_q95,logdet_residual_mean,0.7078638830240772,baseline_regular_only
euler_density_proxy_mean,logdet_residual_mean,0.9785295345809355,baseline_regular_only
euler_density_proxy_weighted_mean,logdet_residual_mean,0.9788211470914338,baseline_regular_only
determinant_g_mean,logdet_residual_mean,0.8028109617669268,baseline_regular_only
logdet_g_mean,logdet_residual_mean,0.9785295345809355,baseline_regular_only
logdet_target_mean,logdet_residual_mean,-0.011773994632763537,baseline_regular_only
negative_frequency,logdet_residual_q90,-0.7764346570943136,baseline_regular_only
min_eigenvalue_mean,logdet_residual_q90,0.7074486619483882,baseline_regular_only
min_eigenvalue_q10,logdet_residual_q90,0.6002738268935947,baseline_regular_only
min_eigenvalue_q05,logdet_residual_q90,0.5553904778490054,baseline_regular_only
spectral_tail_mean,logdet_residual_q90,0.582972060586985,baseline_regular_only
logdet_residual_mean,logdet_residual_q90,0.8393130163673395,baseline_regular_only
logdet_residual_q90,logdet_residual_q90,0.9999999999999998,baseline_regular_only
logdet_residual_q95,logdet_residual_q90,0.9541149463619919,baseline_regular_only
euler_density_proxy_mean,logdet_residual_q90,0.7846317063084027,baseline_regular_only
euler_density_proxy_weighted_mean,logdet_residual_q90,0.8005462723464838,baseline_regular_only
determinant_g_mean,logdet_residual_q90,0.7319040382043899,baseline_regular_only
logdet_g_mean,logdet_residual_q90,0.7846317063084027,baseline_regular_only
logdet_target_mean,logdet_residual_q90,-0.18774300898351393,baseline_regular_only
negative_frequency,logdet_residual_q95,-0.6583017271331969,baseline_regular_only
min_eigenvalue_mean,logdet_residual_q95,0.5657506796142365,baseline_regular_only
min_eigenvalue_q10,logdet_residual_q95,0.4460265289794438,baseline_regular_only
min_eigenvalue_q05,logdet_residual_q95,0.39408950850069885,baseline_regular_only
spectral_tail_mean,logdet_residual_q95,0.41775183675167926,baseline_regular_only
logdet_residual_mean,logdet_residual_q95,0.7078638830240772,baseline_regular_only
logdet_residual_q90,logdet_residual_q95,0.9541149463619919,baseline_regular_only
logdet_residual_q95,logdet_residual_q95,0.9999999999999998,baseline_regular_only
euler_density_proxy_mean,logdet_residual_q95,0.6581839241350657,baseline_regular_only
euler_density_proxy_weighted_mean,logdet_residual_q95,0.6909596993535471,baseline_regular_only
determinant_g_mean,logdet_residual_q95,0.6537271757410014,baseline_regular_only
logdet_g_mean,logdet_residual_q95,0.6581839241350657,baseline_regular_only
logdet_target_mean,logdet_residual_q95,-0.17562354379112774,baseline_regular_only
negative_frequency,euler_density_proxy_mean,-0.9676852302291599,baseline_regular_only
min_eigenvalue_mean,euler_density_proxy_mean,0.9330706061418441,baseline_regular_only
min_eigenvalue_q10,euler_density_proxy_mean,0.9350934216806521,baseline_regular_only
min_eigenvalue_q05,euler_density_proxy_mean,0.9289718979270504,baseline_regular_only
spectral_tail_mean,euler_density_proxy_mean,0.9388707894655604,baseline_regular_only
logdet_residual_mean,euler_density_proxy_mean,0.9785295345809355,baseline_regular_only
logdet_residual_q90,euler_density_proxy_mean,0.7846317063084027,baseline_regular_only
logdet_residual_q95,euler_density_proxy_mean,0.6581839241350657,baseline_regular_only
euler_density_proxy_mean,euler_density_proxy_mean,1.0,baseline_regular_only
euler_density_proxy_weighted_mean,euler_density_proxy_mean,0.9949506650114042,baseline_regular_only
determinant_g_mean,euler_density_proxy_mean,0.8838584708050619,baseline_regular_only
logdet_g_mean,euler_density_proxy_mean,1.0,baseline_regular_only
logdet_target_mean,euler_density_proxy_mean,0.19457115908556535,baseline_regular_only
negative_frequency,euler_density_proxy_weighted_mean,-0.9757355334763308,baseline_regular_only
min_eigenvalue_mean,euler_density_proxy_weighted_mean,0.9053988806554589,baseline_regular_only
min_eigenvalue_q10,euler_density_proxy_weighted_mean,0.905258188862203,baseline_regular_only
min_eigenvalue_q05,euler_density_proxy_weighted_mean,0.9050058839200459,baseline_regular_only
spectral_tail_mean,euler_density_proxy_weighted_mean,0.9177948939857112,baseline_regular_only
logdet_residual_mean,euler_density_proxy_weighted_mean,0.9788211470914338,baseline_regular_only
logdet_residual_q90,euler_density_proxy_weighted_mean,0.8005462723464838,baseline_regular_only
logdet_residual_q95,euler_density_proxy_weighted_mean,0.6909596993535471,baseline_regular_only
euler_density_proxy_mean,euler_density_proxy_weighted_mean,0.9949506650114042,baseline_regular_only
euler_density_proxy_weighted_mean,euler_density_proxy_weighted_mean,1.0,baseline_regular_only
determinant_g_mean,euler_density_proxy_weighted_mean,0.8691460247282461,baseline_regular_only
logdet_g_mean,euler_density_proxy_weighted_mean,0.9949506650114042,baseline_regular_only
logdet_target_mean,euler_density_proxy_weighted_mean,0.16868636923833616,baseline_regular_only
negative_frequency,determinant_g_mean,-0.7502422519148556,baseline_regular_only
min_eigenvalue_mean,determinant_g_mean,0.963131360794535,baseline_regular_only
min_eigenvalue_q10,determinant_g_mean,0.8285994696414003,baseline_regular_only
min_eigenvalue_q05,determinant_g_mean,0.8056305333170288,baseline_regular_only
spectral_tail_mean,determinant_g_mean,0.7859539526091036,baseline_regular_only
logdet_residual_mean,determinant_g_mean,0.8028109617669268,baseline_regular_only
logdet_residual_q90,determinant_g_mean,0.7319040382043899,baseline_regular_only
logdet_residual_q95,determinant_g_mean,0.6537271757410015,baseline_regular_only
euler_density_proxy_mean,determinant_g_mean,0.8838584708050617,baseline_regular_only
euler_density_proxy_weighted_mean,determinant_g_mean,0.869146024728246,baseline_regular_only
determinant_g_mean,determinant_g_mean,1.0,baseline_regular_only
logdet_g_mean,determinant_g_mean,0.8838584708050617,baseline_regular_only
logdet_target_mean,determinant_g_mean,0.4673757298051323,baseline_regular_only
negative_frequency,logdet_g_mean,-0.9676852302291599,baseline_regular_only
min_eigenvalue_mean,logdet_g_mean,0.9330706061418441,baseline_regular_only
min_eigenvalue_q10,logdet_g_mean,0.9350934216806521,baseline_regular_only
min_eigenvalue_q05,logdet_g_mean,0.9289718979270504,baseline_regular_only
spectral_tail_mean,logdet_g_mean,0.9388707894655604,baseline_regular_only
logdet_residual_mean,logdet_g_mean,0.9785295345809355,baseline_regular_only
logdet_residual_q90,logdet_g_mean,0.7846317063084027,baseline_regular_only
logdet_residual_q95,logdet_g_mean,0.6581839241350657,baseline_regular_only
euler_density_proxy_mean,logdet_g_mean,1.0,baseline_regular_only
euler_density_proxy_weighted_mean,logdet_g_mean,0.9949506650114042,baseline_regular_only
determinant_g_mean,logdet_g_mean,0.8838584708050619,baseline_regular_only
logdet_g_mean,logdet_g_mean,1.0,baseline_regular_only
logdet_target_mean,logdet_g_mean,0.19457115908556535,baseline_regular_only
negative_frequency,logdet_target_mean,-0.022467678937199143,baseline_regular_only
min_eigenvalue_mean,logdet_target_mean,0.37886075276945824,baseline_regular_only
min_eigenvalue_q10,logdet_target_mean,0.26868890917815724,baseline_regular_only
min_eigenvalue_q05,logdet_target_mean,0.2658107255324337,baseline_regular_only
spectral_tail_mean,logdet_target_mean,0.2036539581543615,baseline_regular_only
logdet_residual_mean,logdet_target_mean,-0.011773994632763537,baseline_regular_only
logdet_residual_q90,logdet_target_mean,-0.18774300898351393,baseline_regular_only
logdet_residual_q95,logdet_target_mean,-0.1756235437911277,baseline_regular_only
euler_density_proxy_mean,logdet_target_mean,0.19457115908556538,baseline_regular_only
euler_density_proxy_weighted_mean,logdet_target_mean,0.16868636923833613,baseline_regular_only
determinant_g_mean,logdet_target_mean,0.4673757298051323,baseline_regular_only
logdet_g_mean,logdet_target_mean,0.19457115908556538,baseline_regular_only
logdet_target_mean,logdet_target_mean,0.9999999999999998,baseline_regular_only
negative_frequency,negative_frequency,1.0,baseline_fragile_local
min_eigenvalue_mean,negative_frequency,-0.48197656952944334,baseline_fragile_local
min_eigenvalue_q10,negative_frequency,-0.8212472986256174,baseline_fragile_local
min_eigenvalue_q05,negative_frequency,-0.8301022909078347,baseline_fragile_local
spectral_tail_mean,negative_frequency,-0.8901899432465892,baseline_fragile_local
logdet_residual_mean,negative_frequency,-0.9504982360927893,baseline_fragile_local
logdet_residual_q90,negative_frequency,0.7789244738106298,baseline_fragile_local
logdet_residual_q95,negative_frequency,0.7517641352966098,baseline_fragile_local
euler_density_proxy_mean,negative_frequency,-0.9211195546382849,baseline_fragile_local
euler_density_proxy_weighted_mean,negative_frequency,-0.9440001404146714,baseline_fragile_local
determinant_g_mean,negative_frequency,-0.36747786298320123,baseline_fragile_local
logdet_g_mean,negative_frequency,-0.9211195546382849,baseline_fragile_local
logdet_target_mean,negative_frequency,-0.5029579670675801,baseline_fragile_local
negative_frequency,min_eigenvalue_mean,-0.48197656952944334,baseline_fragile_local
min_eigenvalue_mean,min_eigenvalue_mean,1.0,baseline_fragile_local
min_eigenvalue_q10,min_eigenvalue_mean,0.6399635629062562,baseline_fragile_local
min_eigenvalue_q05,min_eigenvalue_mean,0.5049890620893522,baseline_fragile_local
spectral_tail_mean,min_eigenvalue_mean,0.45088498225656,baseline_fragile_local
logdet_residual_mean,min_eigenvalue_mean,0.5334204238798689,baseline_fragile_local
logdet_residual_q90,min_eigenvalue_mean,-0.29571113549213746,baseline_fragile_local
logdet_residual_q95,min_eigenvalue_mean,-0.3369995846732844,baseline_fragile_local
euler_density_proxy_mean,min_eigenvalue_mean,0.7689912668629647,baseline_fragile_local
euler_density_proxy_weighted_mean,min_eigenvalue_mean,0.7079359222971925,baseline_fragile_local
determinant_g_mean,min_eigenvalue_mean,0.9703297467760074,baseline_fragile_local
logdet_g_mean,min_eigenvalue_mean,0.7689912668629647,baseline_fragile_local
logdet_target_mean,min_eigenvalue_mean,0.816106925814535,baseline_fragile_local
negative_frequency,min_eigenvalue_q10,-0.8212472986256175,baseline_fragile_local
min_eigenvalue_mean,min_eigenvalue_q10,0.6399635629062562,baseline_fragile_local
min_eigenvalue_q10,min_eigenvalue_q10,1.0,baseline_fragile_local
min_eigenvalue_q05,min_eigenvalue_q10,0.9587345070074133,baseline_fragile_local
spectral_tail_mean,min_eigenvalue_q10,0.9393563450121022,baseline_fragile_local
logdet_residual_mean,min_eigenvalue_q10,0.8310164610117283,baseline_fragile_local
logdet_residual_q90,min_eigenvalue_q10,-0.8204181716852691,baseline_fragile_local
logdet_residual_q95,min_eigenvalue_q10,-0.8526151647079464,baseline_fragile_local
euler_density_proxy_mean,min_eigenvalue_q10,0.8489196176292109,baseline_fragile_local
euler_density_proxy_weighted_mean,min_eigenvalue_q10,0.8225781347760678,baseline_fragile_local
determinant_g_mean,min_eigenvalue_q10,0.5459058981577524,baseline_fragile_local
logdet_g_mean,min_eigenvalue_q10,0.8489196176292109,baseline_fragile_local
logdet_target_mean,min_eigenvalue_q10,0.532052941328908,baseline_fragile_local
negative_frequency,min_eigenvalue_q05,-0.8301022909078347,baseline_fragile_local
min_eigenvalue_mean,min_eigenvalue_q05,0.5049890620893522,baseline_fragile_local
min_eigenvalue_q10,min_eigenvalue_q05,0.9587345070074133,baseline_fragile_local
min_eigenvalue_q05,min_eigenvalue_q05,1.0,baseline_fragile_local
spectral_tail_mean,min_eigenvalue_q05,0.9781406113643887,baseline_fragile_local
logdet_residual_mean,min_eigenvalue_q05,0.82174763733458,baseline_fragile_local
logdet_residual_q90,min_eigenvalue_q05,-0.8686056819025102,baseline_fragile_local
logdet_residual_q95,min_eigenvalue_q05,-0.8989590909516159,baseline_fragile_local
euler_density_proxy_mean,min_eigenvalue_q05,0.801136424359727,baseline_fragile_local
euler_density_proxy_weighted_mean,min_eigenvalue_q05,0.7884535773960655,baseline_fragile_local
determinant_g_mean,min_eigenvalue_q05,0.4216257303786843,baseline_fragile_local
logdet_g_mean,min_eigenvalue_q05,0.801136424359727,baseline_fragile_local
logdet_target_mean,min_eigenvalue_q05,0.44497010425040956,baseline_fragile_local
negative_frequency,spectral_tail_mean,-0.8901899432465892,baseline_fragile_local
min_eigenvalue_mean,spectral_tail_mean,0.45088498225656,baseline_fragile_local
min_eigenvalue_q10,spectral_tail_mean,0.9393563450121022,baseline_fragile_local
min_eigenvalue_q05,spectral_tail_mean,0.9781406113643887,baseline_fragile_local
spectral_tail_mean,spectral_tail_mean,1.0,baseline_fragile_local
logdet_residual_mean,spectral_tail_mean,0.8841688320226826,baseline_fragile_local
logdet_residual_q90,spectral_tail_mean,-0.866126260705364,baseline_fragile_local
logdet_residual_q95,spectral_tail_mean,-0.9023286462174902,baseline_fragile_local
euler_density_proxy_mean,spectral_tail_mean,0.8142015228078197,baseline_fragile_local
euler_density_proxy_weighted_mean,spectral_tail_mean,0.8129740708884031,baseline_fragile_local
determinant_g_mean,spectral_tail_mean,0.33841199319588056,baseline_fragile_local
logdet_g_mean,spectral_tail_mean,0.8142015228078197,baseline_fragile_local
logdet_target_mean,spectral_tail_mean,0.37755294628265024,baseline_fragile_local
negative_frequency,logdet_residual_mean,-0.9504982360927893,baseline_fragile_local
min_eigenvalue_mean,logdet_residual_mean,0.5334204238798689,baseline_fragile_local
min_eigenvalue_q10,logdet_residual_mean,0.8310164610117284,baseline_fragile_local
min_eigenvalue_q05,logdet_residual_mean,0.82174763733458,baseline_fragile_local
spectral_tail_mean,logdet_residual_mean,0.8841688320226827,baseline_fragile_local
logdet_residual_mean,logdet_residual_mean,1.0,baseline_fragile_local
logdet_residual_q90,logdet_residual_mean,-0.647354809747522,baseline_fragile_local
logdet_residual_q95,logdet_residual_mean,-0.656968781788258,baseline_fragile_local
euler_density_proxy_mean,logdet_residual_mean,0.8998196710471216,baseline_fragile_local
euler_density_proxy_weighted_mean,logdet_residual_mean,0.9039685510925456,baseline_fragile_local
determinant_g_mean,logdet_residual_mean,0.37776253332092896,baseline_fragile_local
logdet_g_mean,logdet_residual_mean,0.8998196710471216,baseline_fragile_local
logdet_target_mean,logdet_residual_mean,0.3824380162358613,baseline_fragile_local
negative_frequency,logdet_residual_q90,0.7789244738106299,baseline_fragile_local
min_eigenvalue_mean,logdet_residual_q90,-0.29571113549213746,baseline_fragile_local
min_eigenvalue_q10,logdet_residual_q90,-0.8204181716852691,baseline_fragile_local
min_eigenvalue_q05,logdet_residual_q90,-0.8686056819025102,baseline_fragile_local
spectral_tail_mean,logdet_residual_q90,-0.866126260705364,baseline_fragile_local
logdet_residual_mean,logdet_residual_q90,-0.647354809747522,baseline_fragile_local
logdet_residual_q90,logdet_residual_q90,1.0,baseline_fragile_local
logdet_residual_q95,logdet_residual_q90,0.9445922257174134,baseline_fragile_local
euler_density_proxy_mean,logdet_residual_q90,-0.7011828225547204,baseline_fragile_local
euler_density_proxy_weighted_mean,logdet_residual_q90,-0.7221873421875505,baseline_fragile_local
determinant_g_mean,logdet_residual_q90,-0.26559651466140244,baseline_fragile_local
logdet_g_mean,logdet_residual_q90,-0.7011828225547204,baseline_fragile_local
logdet_target_mean,logdet_residual_q90,-0.49893217024787373,baseline_fragile_local
negative_frequency,logdet_residual_q95,0.7517641352966098,baseline_fragile_local
min_eigenvalue_mean,logdet_residual_q95,-0.3369995846732844,baseline_fragile_local
min_eigenvalue_q10,logdet_residual_q95,-0.8526151647079464,baseline_fragile_local
min_eigenvalue_q05,logdet_residual_q95,-0.8989590909516159,baseline_fragile_local
spectral_tail_mean,logdet_residual_q95,-0.9023286462174902,baseline_fragile_local
logdet_residual_mean,logdet_residual_q95,-0.656968781788258,baseline_fragile_local
logdet_residual_q90,logdet_residual_q95,0.9445922257174134,baseline_fragile_local
logdet_residual_q95,logdet_residual_q95,1.0,baseline_fragile_local
euler_density_proxy_mean,logdet_residual_q95,-0.68348126746744,baseline_fragile_local
euler_density_proxy_weighted_mean,logdet_residual_q95,-0.6819110872670224,baseline_fragile_local
determinant_g_mean,logdet_residual_q95,-0.2949533722203016,baseline_fragile_local
logdet_g_mean,logdet_residual_q95,-0.68348126746744,baseline_fragile_local
logdet_target_mean,logdet_residual_q95,-0.44679587917551816,baseline_fragile_local
negative_frequency,euler_density_proxy_mean,-0.9211195546382849,baseline_fragile_local
min_eigenvalue_mean,euler_density_proxy_mean,0.7689912668629647,baseline_fragile_local
min_eigenvalue_q10,euler_density_proxy_mean,0.8489196176292109,baseline_fragile_local
min_eigenvalue_q05,euler_density_proxy_mean,0.801136424359727,baseline_fragile_local
spectral_tail_mean,euler_density_proxy_mean,0.8142015228078197,baseline_fragile_local
logdet_residual_mean,euler_density_proxy_mean,0.8998196710471216,baseline_fragile_local
logdet_residual_q90,euler_density_proxy_mean,-0.7011828225547204,baseline_fragile_local
logdet_residual_q95,euler_density_proxy_mean,-0.68348126746744,baseline_fragile_local
euler_density_proxy_mean,euler_density_proxy_mean,1.0,baseline_fragile_local
euler_density_proxy_weighted_mean,euler_density_proxy_mean,0.9913229183469129,baseline_fragile_local
determinant_g_mean,euler_density_proxy_mean,0.686149250190572,baseline_fragile_local
logdet_g_mean,euler_density_proxy_mean,1.0,baseline_fragile_local
logdet_target_mean,euler_density_proxy_mean,0.7472231425395439,baseline_fragile_local
negative_frequency,euler_density_proxy_weighted_mean,-0.9440001404146714,baseline_fragile_local
min_eigenvalue_mean,euler_density_proxy_weighted_mean,0.7079359222971926,baseline_fragile_local
min_eigenvalue_q10,euler_density_proxy_weighted_mean,0.8225781347760678,baseline_fragile_local
min_eigenvalue_q05,euler_density_proxy_weighted_mean,0.7884535773960655,baseline_fragile_local
spectral_tail_mean,euler_density_proxy_weighted_mean,0.8129740708884031,baseline_fragile_local
logdet_residual_mean,euler_density_proxy_weighted_mean,0.9039685510925457,baseline_fragile_local
logdet_residual_q90,euler_density_proxy_weighted_mean,-0.7221873421875507,baseline_fragile_local
logdet_residual_q95,euler_density_proxy_weighted_mean,-0.6819110872670224,baseline_fragile_local
euler_density_proxy_mean,euler_density_proxy_weighted_mean,0.9913229183469129,baseline_fragile_local
euler_density_proxy_weighted_mean,euler_density_proxy_weighted_mean,1.0,baseline_fragile_local
determinant_g_mean,euler_density_proxy_weighted_mean,0.6281521241827158,baseline_fragile_local
logdet_g_mean,euler_density_proxy_weighted_mean,0.9913229183469129,baseline_fragile_local
logdet_target_mean,euler_density_proxy_weighted_mean,0.7225254092360608,baseline_fragile_local
negative_frequency,determinant_g_mean,-0.36747786298320123,baseline_fragile_local
min_eigenvalue_mean,determinant_g_mean,0.9703297467760074,baseline_fragile_local
min_eigenvalue_q10,determinant_g_mean,0.5459058981577524,baseline_fragile_local
min_eigenvalue_q05,determinant_g_mean,0.42162573037868434,baseline_fragile_local
spectral_tail_mean,determinant_g_mean,0.33841199319588056,baseline_fragile_local
logdet_residual_mean,determinant_g_mean,0.3777625333209289,baseline_fragile_local
logdet_residual_q90,determinant_g_mean,-0.26559651466140244,baseline_fragile_local
logdet_residual_q95,determinant_g_mean,-0.29495337222030155,baseline_fragile_local
euler_density_proxy_mean,determinant_g_mean,0.686149250190572,baseline_fragile_local
euler_density_proxy_weighted_mean,determinant_g_mean,0.6281521241827158,baseline_fragile_local
determinant_g_mean,determinant_g_mean,1.0,baseline_fragile_local
logdet_g_mean,determinant_g_mean,0.686149250190572,baseline_fragile_local
logdet_target_mean,determinant_g_mean,0.8777708105640193,baseline_fragile_local
negative_frequency,logdet_g_mean,-0.9211195546382849,baseline_fragile_local
min_eigenvalue_mean,logdet_g_mean,0.7689912668629647,baseline_fragile_local
min_eigenvalue_q10,logdet_g_mean,0.8489196176292109,baseline_fragile_local
min_eigenvalue_q05,logdet_g_mean,0.801136424359727,baseline_fragile_local
spectral_tail_mean,logdet_g_mean,0.8142015228078197,baseline_fragile_local
logdet_residual_mean,logdet_g_mean,0.8998196710471216,baseline_fragile_local
logdet_residual_q90,logdet_g_mean,-0.7011828225547204,baseline_fragile_local
logdet_residual_q95,logdet_g_mean,-0.68348126746744,baseline_fragile_local
euler_density_proxy_mean,logdet_g_mean,1.0,baseline_fragile_local
euler_density_proxy_weighted_mean,logdet_g_mean,0.9913229183469129,baseline_fragile_local
determinant_g_mean,logdet_g_mean,0.686149250190572,baseline_fragile_local
logdet_g_mean,logdet_g_mean,1.0,baseline_fragile_local
logdet_target_mean,logdet_g_mean,0.7472231425395439,baseline_fragile_local
negative_frequency,logdet_target_mean,-0.5029579670675801,baseline_fragile_local
min_eigenvalue_mean,logdet_target_mean,0.816106925814535,baseline_fragile_local
min_eigenvalue_q10,logdet_target_mean,0.532052941328908,baseline_fragile_local
min_eigenvalue_q05,logdet_target_mean,0.4449701042504095,baseline_fragile_local
spectral_tail_mean,logdet_target_mean,0.37755294628265024,baseline_fragile_local
logdet_residual_mean,logdet_target_mean,0.3824380162358614,baseline_fragile_local
logdet_residual_q90,logdet_target_mean,-0.49893217024787373,baseline_fragile_local
logdet_residual_q95,logdet_target_mean,-0.4467958791755181,baseline_fragile_local
euler_density_proxy_mean,logdet_target_mean,0.7472231425395439,baseline_fragile_local
euler_density_proxy_weighted_mean,logdet_target_mean,0.7225254092360608,baseline_fragile_local
determinant_g_mean,logdet_target_mean,0.8777708105640193,baseline_fragile_local
logdet_g_mean,logdet_target_mean,0.7472231425395439,baseline_fragile_local
logdet_target_mean,logdet_target_mean,1.0,baseline_fragile_local
negative_frequency,negative_frequency,1.0,baseline_fragile_global
min_eigenvalue_mean,negative_frequency,-0.24506869694977607,baseline_fragile_global
min_eigenvalue_q10,negative_frequency,-0.7492012615465092,baseline_fragile_global
min_eigenvalue_q05,negative_frequency,-0.9054985568076791,baseline_fragile_global
spectral_tail_mean,negative_frequency,-0.9093431563312794,baseline_fragile_global
logdet_residual_mean,negative_frequency,-0.942323664531477,baseline_fragile_global
logdet_residual_q90,negative_frequency,-0.7205823522652691,baseline_fragile_global
logdet_residual_q95,negative_frequency,-0.6903114898227672,baseline_fragile_global
euler_density_proxy_mean,negative_frequency,-0.8480776342568977,baseline_fragile_global
euler_density_proxy_weighted_mean,negative_frequency,-0.8703615914437768,baseline_fragile_global
determinant_g_mean,negative_frequency,-0.1606956774920252,baseline_fragile_global
logdet_g_mean,negative_frequency,-0.8480776342568977,baseline_fragile_global
logdet_target_mean,negative_frequency,0.3405725883834274,baseline_fragile_global
negative_frequency,min_eigenvalue_mean,-0.24506869694977607,baseline_fragile_global
min_eigenvalue_mean,min_eigenvalue_mean,1.0,baseline_fragile_global
min_eigenvalue_q10,min_eigenvalue_mean,0.696607353223808,baseline_fragile_global
min_eigenvalue_q05,min_eigenvalue_mean,0.2063009658687735,baseline_fragile_global
spectral_tail_mean,min_eigenvalue_mean,0.25664748163653966,baseline_fragile_global
logdet_residual_mean,min_eigenvalue_mean,0.3090551251164219,baseline_fragile_global
logdet_residual_q90,min_eigenvalue_mean,0.46895782779043355,baseline_fragile_global
logdet_residual_q95,min_eigenvalue_mean,0.4212564474754526,baseline_fragile_global
euler_density_proxy_mean,min_eigenvalue_mean,0.6977597544282669,baseline_fragile_global
euler_density_proxy_weighted_mean,min_eigenvalue_mean,0.46881000644498466,baseline_fragile_global
determinant_g_mean,min_eigenvalue_mean,0.939918379702882,baseline_fragile_global
logdet_g_mean,min_eigenvalue_mean,0.6977597544282669,baseline_fragile_global
logdet_target_mean,min_eigenvalue_mean,0.5790498844037979,baseline_fragile_global
negative_frequency,min_eigenvalue_q10,-0.7492012615465092,baseline_fragile_global
min_eigenvalue_mean,min_eigenvalue_q10,0.696607353223808,baseline_fragile_global
min_eigenvalue_q10,min_eigenvalue_q10,1.0,baseline_fragile_global
min_eigenvalue_q05,min_eigenvalue_q10,0.8080449533228201,baseline_fragile_global
spectral_tail_mean,min_eigenvalue_q10,0.8321684850656715,baseline_fragile_global
logdet_residual_mean,min_eigenvalue_q10,0.8441964261033899,baseline_fragile_global
logdet_residual_q90,min_eigenvalue_q10,0.8211210413920879,baseline_fragile_global
logdet_residual_q95,min_eigenvalue_q10,0.6655711448312754,baseline_fragile_global
euler_density_proxy_mean,min_eigenvalue_q10,0.8925131954927097,baseline_fragile_global
euler_density_proxy_weighted_mean,min_eigenvalue_q10,0.7996329644390635,baseline_fragile_global
determinant_g_mean,min_eigenvalue_q10,0.5490553999092284,baseline_fragile_global
