variable_i,variable_j,correlation,subset
logdet_g_mean,min_eigenvalue_q10,0.8925131954927097,baseline_fragile_global
logdet_target_mean,min_eigenvalue_q10,-0.08658370329055033,baseline_fragile_global
negative_frequency,min_eigenvalue_q05,-0.9054985568076791,baseline_fragile_global
min_eigenvalue_mean,min_eigenvalue_q05,0.2063009658687735,baseline_fragile_global
min_eigenvalue_q10,min_eigenvalue_q05,0.8080449533228201,baseline_fragile_global
min_eigenvalue_q05,min_eigenvalue_q05,1.0,baseline_fragile_global
spectral_tail_mean,min_eigenvalue_q05,0.9770924032757728,baseline_fragile_global
logdet_residual_mean,min_eigenvalue_q05,0.9488186534049045,baseline_fragile_global
logdet_residual_q90,min_eigenvalue_q05,0.7452593091208259,baseline_fragile_global
logdet_residual_q95,min_eigenvalue_q05,0.6102324846542496,baseline_fragile_global
euler_density_proxy_mean,min_eigenvalue_q05,0.7683484650040174,baseline_fragile_global
euler_density_proxy_weighted_mean,min_eigenvalue_q05,0.8093933291730779,baseline_fragile_global
determinant_g_mean,min_eigenvalue_q05,0.0733932177984064,baseline_fragile_global
logdet_g_mean,min_eigenvalue_q05,0.7683484650040174,baseline_fragile_global
logdet_target_mean,min_eigenvalue_q05,-0.4837883768497604,baseline_fragile_global
negative_frequency,spectral_tail_mean,-0.9093431563312794,baseline_fragile_global
min_eigenvalue_mean,spectral_tail_mean,0.25664748163653966,baseline_fragile_global
min_eigenvalue_q10,spectral_tail_mean,0.8321684850656715,baseline_fragile_global
min_eigenvalue_q05,spectral_tail_mean,0.9770924032757728,baseline_fragile_global
spectral_tail_mean,spectral_tail_mean,1.0,baseline_fragile_global
logdet_residual_mean,spectral_tail_mean,0.9431766942814949,baseline_fragile_global
logdet_residual_q90,spectral_tail_mean,0.7698583611507785,baseline_fragile_global
logdet_residual_q95,spectral_tail_mean,0.6588603739234097,baseline_fragile_global
euler_density_proxy_mean,spectral_tail_mean,0.7765459374366708,baseline_fragile_global
euler_density_proxy_weighted_mean,spectral_tail_mean,0.7769667153604717,baseline_fragile_global
determinant_g_mean,spectral_tail_mean,0.10040759037167404,baseline_fragile_global
logdet_g_mean,spectral_tail_mean,0.7765459374366708,baseline_fragile_global
logdet_target_mean,spectral_tail_mean,-0.45989645441461785,baseline_fragile_global
negative_frequency,logdet_residual_mean,-0.942323664531477,baseline_fragile_global
min_eigenvalue_mean,logdet_residual_mean,0.3090551251164219,baseline_fragile_global
min_eigenvalue_q10,logdet_residual_mean,0.8441964261033899,baseline_fragile_global
min_eigenvalue_q05,logdet_residual_mean,0.9488186534049045,baseline_fragile_global
spectral_tail_mean,logdet_residual_mean,0.9431766942814949,baseline_fragile_global
logdet_residual_mean,logdet_residual_mean,1.0,baseline_fragile_global
logdet_residual_q90,logdet_residual_mean,0.8593618434514941,baseline_fragile_global
logdet_residual_q95,logdet_residual_mean,0.7697235422225571,baseline_fragile_global
euler_density_proxy_mean,logdet_residual_mean,0.8415683964670742,baseline_fragile_global
euler_density_proxy_weighted_mean,logdet_residual_mean,0.9034448934105316,baseline_fragile_global
determinant_g_mean,logdet_residual_mean,0.1791413082887912,baseline_fragile_global
logdet_g_mean,logdet_residual_mean,0.8415683964670742,baseline_fragile_global
logdet_target_mean,logdet_residual_mean,-0.45758104039121394,baseline_fragile_global
negative_frequency,logdet_residual_q90,-0.7205823522652691,baseline_fragile_global
min_eigenvalue_mean,logdet_residual_q90,0.46895782779043355,baseline_fragile_global
min_eigenvalue_q10,logdet_residual_q90,0.8211210413920879,baseline_fragile_global
min_eigenvalue_q05,logdet_residual_q90,0.7452593091208259,baseline_fragile_global
spectral_tail_mean,logdet_residual_q90,0.7698583611507785,baseline_fragile_global
logdet_residual_mean,logdet_residual_q90,0.8593618434514941,baseline_fragile_global
logdet_residual_q90,logdet_residual_q90,1.0,baseline_fragile_global
logdet_residual_q95,logdet_residual_q90,0.8949608455333259,baseline_fragile_global
euler_density_proxy_mean,logdet_residual_q90,0.7599302344746828,baseline_fragile_global
euler_density_proxy_weighted_mean,logdet_residual_q90,0.7995158927474085,baseline_fragile_global
determinant_g_mean,logdet_residual_q90,0.2964263374501728,baseline_fragile_global
logdet_g_mean,logdet_residual_q90,0.7599302344746828,baseline_fragile_global
logdet_target_mean,logdet_residual_q90,-0.3327836461156157,baseline_fragile_global
negative_frequency,logdet_residual_q95,-0.6903114898227672,baseline_fragile_global
min_eigenvalue_mean,logdet_residual_q95,0.4212564474754526,baseline_fragile_global
min_eigenvalue_q10,logdet_residual_q95,0.6655711448312754,baseline_fragile_global
min_eigenvalue_q05,logdet_residual_q95,0.6102324846542496,baseline_fragile_global
spectral_tail_mean,logdet_residual_q95,0.6588603739234097,baseline_fragile_global
logdet_residual_mean,logdet_residual_q95,0.769723542222557,baseline_fragile_global
logdet_residual_q90,logdet_residual_q95,0.8949608455333259,baseline_fragile_global
logdet_residual_q95,logdet_residual_q95,1.0,baseline_fragile_global
euler_density_proxy_mean,logdet_residual_q95,0.7395411752257982,baseline_fragile_global
euler_density_proxy_weighted_mean,logdet_residual_q95,0.8181592910840875,baseline_fragile_global
determinant_g_mean,logdet_residual_q95,0.3522524252292137,baseline_fragile_global
logdet_g_mean,logdet_residual_q95,0.7395411752257982,baseline_fragile_global
logdet_target_mean,logdet_residual_q95,-0.20115026702874825,baseline_fragile_global
negative_frequency,euler_density_proxy_mean,-0.8480776342568977,baseline_fragile_global
min_eigenvalue_mean,euler_density_proxy_mean,0.6977597544282669,baseline_fragile_global
min_eigenvalue_q10,euler_density_proxy_mean,0.8925131954927097,baseline_fragile_global
min_eigenvalue_q05,euler_density_proxy_mean,0.7683484650040174,baseline_fragile_global
spectral_tail_mean,euler_density_proxy_mean,0.7765459374366708,baseline_fragile_global
logdet_residual_mean,euler_density_proxy_mean,0.8415683964670742,baseline_fragile_global
logdet_residual_q90,euler_density_proxy_mean,0.7599302344746828,baseline_fragile_global
logdet_residual_q95,euler_density_proxy_mean,0.7395411752257982,baseline_fragile_global
euler_density_proxy_mean,euler_density_proxy_mean,1.0,baseline_fragile_global
euler_density_proxy_weighted_mean,euler_density_proxy_mean,0.9234369899075786,baseline_fragile_global
determinant_g_mean,euler_density_proxy_mean,0.6435041294417672,baseline_fragile_global
logdet_g_mean,euler_density_proxy_mean,1.0,baseline_fragile_global
logdet_target_mean,euler_density_proxy_mean,0.09519881339894021,baseline_fragile_global
negative_frequency,euler_density_proxy_weighted_mean,-0.8703615914437768,baseline_fragile_global
min_eigenvalue_mean,euler_density_proxy_weighted_mean,0.46881000644498466,baseline_fragile_global
min_eigenvalue_q10,euler_density_proxy_weighted_mean,0.7996329644390635,baseline_fragile_global
min_eigenvalue_q05,euler_density_proxy_weighted_mean,0.8093933291730779,baseline_fragile_global
spectral_tail_mean,euler_density_proxy_weighted_mean,0.7769667153604717,baseline_fragile_global
logdet_residual_mean,euler_density_proxy_weighted_mean,0.9034448934105316,baseline_fragile_global
logdet_residual_q90,euler_density_proxy_weighted_mean,0.7995158927474085,baseline_fragile_global
logdet_residual_q95,euler_density_proxy_weighted_mean,0.8181592910840875,baseline_fragile_global
euler_density_proxy_mean,euler_density_proxy_weighted_mean,0.9234369899075786,baseline_fragile_global
euler_density_proxy_weighted_mean,euler_density_proxy_weighted_mean,1.0,baseline_fragile_global
determinant_g_mean,euler_density_proxy_weighted_mean,0.4563125393503727,baseline_fragile_global
logdet_g_mean,euler_density_proxy_weighted_mean,0.9234369899075786,baseline_fragile_global
logdet_target_mean,euler_density_proxy_weighted_mean,-0.14486916494930915,baseline_fragile_global
negative_frequency,determinant_g_mean,-0.1606956774920252,baseline_fragile_global
min_eigenvalue_mean,determinant_g_mean,0.939918379702882,baseline_fragile_global
min_eigenvalue_q10,determinant_g_mean,0.5490553999092284,baseline_fragile_global
min_eigenvalue_q05,determinant_g_mean,0.0733932177984064,baseline_fragile_global
spectral_tail_mean,determinant_g_mean,0.10040759037167404,baseline_fragile_global
logdet_residual_mean,determinant_g_mean,0.17914130828879118,baseline_fragile_global
logdet_residual_q90,determinant_g_mean,0.2964263374501728,baseline_fragile_global
logdet_residual_q95,determinant_g_mean,0.3522524252292137,baseline_fragile_global
euler_density_proxy_mean,determinant_g_mean,0.6435041294417672,baseline_fragile_global
euler_density_proxy_weighted_mean,determinant_g_mean,0.4563125393503727,baseline_fragile_global
determinant_g_mean,determinant_g_mean,1.0,baseline_fragile_global
logdet_g_mean,determinant_g_mean,0.6435041294417672,baseline_fragile_global
logdet_target_mean,determinant_g_mean,0.7291587377363841,baseline_fragile_global
negative_frequency,logdet_g_mean,-0.8480776342568977,baseline_fragile_global
min_eigenvalue_mean,logdet_g_mean,0.6977597544282669,baseline_fragile_global
min_eigenvalue_q10,logdet_g_mean,0.8925131954927097,baseline_fragile_global
min_eigenvalue_q05,logdet_g_mean,0.7683484650040174,baseline_fragile_global
spectral_tail_mean,logdet_g_mean,0.7765459374366708,baseline_fragile_global
logdet_residual_mean,logdet_g_mean,0.8415683964670742,baseline_fragile_global
logdet_residual_q90,logdet_g_mean,0.7599302344746828,baseline_fragile_global
logdet_residual_q95,logdet_g_mean,0.7395411752257982,baseline_fragile_global
euler_density_proxy_mean,logdet_g_mean,1.0,baseline_fragile_global
euler_density_proxy_weighted_mean,logdet_g_mean,0.9234369899075786,baseline_fragile_global
determinant_g_mean,logdet_g_mean,0.6435041294417672,baseline_fragile_global
logdet_g_mean,logdet_g_mean,1.0,baseline_fragile_global
logdet_target_mean,logdet_g_mean,0.09519881339894021,baseline_fragile_global
negative_frequency,logdet_target_mean,0.34057258838342747,baseline_fragile_global
min_eigenvalue_mean,logdet_target_mean,0.5790498844037979,baseline_fragile_global
min_eigenvalue_q10,logdet_target_mean,-0.08658370329055033,baseline_fragile_global
min_eigenvalue_q05,logdet_target_mean,-0.4837883768497604,baseline_fragile_global
spectral_tail_mean,logdet_target_mean,-0.4598964544146178,baseline_fragile_global
logdet_residual_mean,logdet_target_mean,-0.45758104039121394,baseline_fragile_global
logdet_residual_q90,logdet_target_mean,-0.3327836461156157,baseline_fragile_global
logdet_residual_q95,logdet_target_mean,-0.20115026702874825,baseline_fragile_global
euler_density_proxy_mean,logdet_target_mean,0.09519881339894021,baseline_fragile_global
euler_density_proxy_weighted_mean,logdet_target_mean,-0.14486916494930918,baseline_fragile_global
determinant_g_mean,logdet_target_mean,0.7291587377363841,baseline_fragile_global
logdet_g_mean,logdet_target_mean,0.09519881339894021,baseline_fragile_global
logdet_target_mean,logdet_target_mean,1.0,baseline_fragile_global
negative_frequency,negative_frequency,1.0,baseline_regular_local
min_eigenvalue_mean,negative_frequency,-0.43315225458043805,baseline_regular_local
min_eigenvalue_q10,negative_frequency,-0.5359079059967135,baseline_regular_local
min_eigenvalue_q05,negative_frequency,-0.7548048495865419,baseline_regular_local
spectral_tail_mean,negative_frequency,-0.7935261109050695,baseline_regular_local
logdet_residual_mean,negative_frequency,-0.951465221504716,baseline_regular_local
logdet_residual_q90,negative_frequency,0.5386734038886672,baseline_regular_local
logdet_residual_q95,negative_frequency,0.6130913477195966,baseline_regular_local
euler_density_proxy_mean,negative_frequency,-0.8225720640525327,baseline_regular_local
euler_density_proxy_weighted_mean,negative_frequency,-0.8956853798837322,baseline_regular_local
determinant_g_mean,negative_frequency,-0.28908406043640816,baseline_regular_local
logdet_g_mean,negative_frequency,-0.8225720640525327,baseline_regular_local
logdet_target_mean,negative_frequency,-0.30723642874361584,baseline_regular_local
negative_frequency,min_eigenvalue_mean,-0.43315225458043805,baseline_regular_local
min_eigenvalue_mean,min_eigenvalue_mean,1.0,baseline_regular_local
min_eigenvalue_q10,min_eigenvalue_mean,0.8802503947974876,baseline_regular_local
min_eigenvalue_q05,min_eigenvalue_mean,0.8486546805704631,baseline_regular_local
spectral_tail_mean,min_eigenvalue_mean,0.7956144018955682,baseline_regular_local
logdet_residual_mean,min_eigenvalue_mean,0.5695458940533294,baseline_regular_local
logdet_residual_q90,min_eigenvalue_mean,-0.3934802102215908,baseline_regular_local
logdet_residual_q95,min_eigenvalue_mean,-0.3698804225631126,baseline_regular_local
euler_density_proxy_mean,min_eigenvalue_mean,0.8605911683474341,baseline_regular_local
euler_density_proxy_weighted_mean,min_eigenvalue_mean,0.7534678653250909,baseline_regular_local
determinant_g_mean,min_eigenvalue_mean,0.9509578155710268,baseline_regular_local
logdet_g_mean,min_eigenvalue_mean,0.8605911683474341,baseline_regular_local
logdet_target_mean,min_eigenvalue_mean,0.8935723788327092,baseline_regular_local
negative_frequency,min_eigenvalue_q10,-0.5359079059967135,baseline_regular_local
min_eigenvalue_mean,min_eigenvalue_q10,0.8802503947974876,baseline_regular_local
min_eigenvalue_q10,min_eigenvalue_q10,1.0,baseline_regular_local
min_eigenvalue_q05,min_eigenvalue_q10,0.9290118274663974,baseline_regular_local
spectral_tail_mean,min_eigenvalue_q10,0.9252092509588338,baseline_regular_local
logdet_residual_mean,min_eigenvalue_q10,0.6800062588416934,baseline_regular_local
logdet_residual_q90,min_eigenvalue_q10,-0.6145396649080404,baseline_regular_local
logdet_residual_q95,min_eigenvalue_q10,-0.5765328271634593,baseline_regular_local
euler_density_proxy_mean,min_eigenvalue_q10,0.8499033803754694,baseline_regular_local
euler_density_proxy_weighted_mean,min_eigenvalue_q10,0.7373659590010827,baseline_regular_local
determinant_g_mean,min_eigenvalue_q10,0.7304317810299865,baseline_regular_local
logdet_g_mean,min_eigenvalue_q10,0.8499033803754694,baseline_regular_local
logdet_target_mean,min_eigenvalue_q10,0.7245838769867498,baseline_regular_local
negative_frequency,min_eigenvalue_q05,-0.7548048495865419,baseline_regular_local
min_eigenvalue_mean,min_eigenvalue_q05,0.8486546805704631,baseline_regular_local
min_eigenvalue_q10,min_eigenvalue_q05,0.9290118274663974,baseline_regular_local
min_eigenvalue_q05,min_eigenvalue_q05,1.0,baseline_regular_local
spectral_tail_mean,min_eigenvalue_q05,0.9771822281377339,baseline_regular_local
logdet_residual_mean,min_eigenvalue_q05,0.8406845731640253,baseline_regular_local
logdet_residual_q90,min_eigenvalue_q05,-0.6631961859138789,baseline_regular_local
logdet_residual_q95,min_eigenvalue_q05,-0.6351327897795093,baseline_regular_local
euler_density_proxy_mean,min_eigenvalue_q05,0.9618750072053545,baseline_regular_local
euler_density_proxy_weighted_mean,min_eigenvalue_q05,0.9121661519478651,baseline_regular_local
determinant_g_mean,min_eigenvalue_q05,0.7118326240723859,baseline_regular_local
logdet_g_mean,min_eigenvalue_q05,0.9618750072053545,baseline_regular_local
logdet_target_mean,min_eigenvalue_q05,0.7245449906827114,baseline_regular_local
negative_frequency,spectral_tail_mean,-0.7935261109050695,baseline_regular_local
min_eigenvalue_mean,spectral_tail_mean,0.7956144018955682,baseline_regular_local
min_eigenvalue_q10,spectral_tail_mean,0.9252092509588338,baseline_regular_local
min_eigenvalue_q05,spectral_tail_mean,0.9771822281377339,baseline_regular_local
spectral_tail_mean,spectral_tail_mean,1.0,baseline_regular_local
logdet_residual_mean,spectral_tail_mean,0.8721954889189857,baseline_regular_local
logdet_residual_q90,spectral_tail_mean,-0.7064376655185455,baseline_regular_local
logdet_residual_q95,spectral_tail_mean,-0.7148150638789189,baseline_regular_local
euler_density_proxy_mean,spectral_tail_mean,0.9417636518648292,baseline_regular_local
euler_density_proxy_weighted_mean,spectral_tail_mean,0.9016008940192797,baseline_regular_local
determinant_g_mean,spectral_tail_mean,0.6251838273291594,baseline_regular_local
logdet_g_mean,spectral_tail_mean,0.9417636518648292,baseline_regular_local
logdet_target_mean,spectral_tail_mean,0.6434520176890368,baseline_regular_local
negative_frequency,logdet_residual_mean,-0.951465221504716,baseline_regular_local
min_eigenvalue_mean,logdet_residual_mean,0.5695458940533294,baseline_regular_local
min_eigenvalue_q10,logdet_residual_mean,0.6800062588416934,baseline_regular_local
min_eigenvalue_q05,logdet_residual_mean,0.8406845731640253,baseline_regular_local
spectral_tail_mean,logdet_residual_mean,0.8721954889189857,baseline_regular_local
logdet_residual_mean,logdet_residual_mean,1.0,baseline_regular_local
logdet_residual_q90,logdet_residual_mean,-0.4744609671814889,baseline_regular_local
logdet_residual_q95,logdet_residual_mean,-0.5684755355371929,baseline_regular_local
euler_density_proxy_mean,logdet_residual_mean,0.8727518597492687,baseline_regular_local
euler_density_proxy_weighted_mean,logdet_residual_mean,0.8977058880231674,baseline_regular_local
determinant_g_mean,logdet_residual_mean,0.37869978779604174,baseline_regular_local
logdet_g_mean,logdet_residual_mean,0.8727518597492687,baseline_regular_local
logdet_target_mean,logdet_residual_mean,0.3387517025416994,baseline_regular_local
negative_frequency,logdet_residual_q90,0.5386734038886672,baseline_regular_local
min_eigenvalue_mean,logdet_residual_q90,-0.3934802102215908,baseline_regular_local
min_eigenvalue_q10,logdet_residual_q90,-0.6145396649080404,baseline_regular_local
min_eigenvalue_q05,logdet_residual_q90,-0.6631961859138789,baseline_regular_local
spectral_tail_mean,logdet_residual_q90,-0.7064376655185455,baseline_regular_local
logdet_residual_mean,logdet_residual_q90,-0.4744609671814889,baseline_regular_local
logdet_residual_q90,logdet_residual_q90,1.0,baseline_regular_local
logdet_residual_q95,logdet_residual_q90,0.9361098923763514,baseline_regular_local
euler_density_proxy_mean,logdet_residual_q90,-0.5763365825225778,baseline_regular_local
euler_density_proxy_weighted_mean,logdet_residual_q90,-0.5818794409349805,baseline_regular_local
determinant_g_mean,logdet_residual_q90,-0.28025115693337854,baseline_regular_local
logdet_g_mean,logdet_residual_q90,-0.5763365825225778,baseline_regular_local
logdet_target_mean,logdet_residual_q90,-0.4734409687687235,baseline_regular_local
negative_frequency,logdet_residual_q95,0.6130913477195966,baseline_regular_local
min_eigenvalue_mean,logdet_residual_q95,-0.3698804225631126,baseline_regular_local
min_eigenvalue_q10,logdet_residual_q95,-0.5765328271634593,baseline_regular_local
min_eigenvalue_q05,logdet_residual_q95,-0.6351327897795093,baseline_regular_local
spectral_tail_mean,logdet_residual_q95,-0.7148150638789189,baseline_regular_local
logdet_residual_mean,logdet_residual_q95,-0.5684755355371929,baseline_regular_local
logdet_residual_q90,logdet_residual_q95,0.9361098923763514,baseline_regular_local
logdet_residual_q95,logdet_residual_q95,1.0,baseline_regular_local
euler_density_proxy_mean,logdet_residual_q95,-0.5841446885078434,baseline_regular_local
euler_density_proxy_weighted_mean,logdet_residual_q95,-0.6049161088782099,baseline_regular_local
determinant_g_mean,logdet_residual_q95,-0.20522019728448354,baseline_regular_local
logdet_g_mean,logdet_residual_q95,-0.5841446885078434,baseline_regular_local
logdet_target_mean,logdet_residual_q95,-0.3621938811458701,baseline_regular_local
negative_frequency,euler_density_proxy_mean,-0.8225720640525327,baseline_regular_local
min_eigenvalue_mean,euler_density_proxy_mean,0.8605911683474341,baseline_regular_local
min_eigenvalue_q10,euler_density_proxy_mean,0.8499033803754694,baseline_regular_local
min_eigenvalue_q05,euler_density_proxy_mean,0.9618750072053545,baseline_regular_local
spectral_tail_mean,euler_density_proxy_mean,0.9417636518648292,baseline_regular_local
logdet_residual_mean,euler_density_proxy_mean,0.8727518597492687,baseline_regular_local
logdet_residual_q90,euler_density_proxy_mean,-0.5763365825225778,baseline_regular_local
logdet_residual_q95,euler_density_proxy_mean,-0.5841446885078434,baseline_regular_local
euler_density_proxy_mean,euler_density_proxy_mean,1.0,baseline_regular_local
euler_density_proxy_weighted_mean,euler_density_proxy_mean,0.9765280545600072,baseline_regular_local
determinant_g_mean,euler_density_proxy_mean,0.7577466139126594,baseline_regular_local
logdet_g_mean,euler_density_proxy_mean,1.0,baseline_regular_local
logdet_target_mean,euler_density_proxy_mean,0.7549479725517287,baseline_regular_local
negative_frequency,euler_density_proxy_weighted_mean,-0.8956853798837322,baseline_regular_local
min_eigenvalue_mean,euler_density_proxy_weighted_mean,0.7534678653250909,baseline_regular_local
min_eigenvalue_q10,euler_density_proxy_weighted_mean,0.7373659590010827,baseline_regular_local
min_eigenvalue_q05,euler_density_proxy_weighted_mean,0.9121661519478651,baseline_regular_local
spectral_tail_mean,euler_density_proxy_weighted_mean,0.9016008940192797,baseline_regular_local
logdet_residual_mean,euler_density_proxy_weighted_mean,0.8977058880231674,baseline_regular_local
logdet_residual_q90,euler_density_proxy_weighted_mean,-0.5818794409349805,baseline_regular_local
logdet_residual_q95,euler_density_proxy_weighted_mean,-0.6049161088782099,baseline_regular_local
euler_density_proxy_mean,euler_density_proxy_weighted_mean,0.9765280545600072,baseline_regular_local
euler_density_proxy_weighted_mean,euler_density_proxy_weighted_mean,1.0,baseline_regular_local
determinant_g_mean,euler_density_proxy_weighted_mean,0.6604665200502962,baseline_regular_local
logdet_g_mean,euler_density_proxy_weighted_mean,0.9765280545600072,baseline_regular_local
logdet_target_mean,euler_density_proxy_weighted_mean,0.6761862594285308,baseline_regular_local
negative_frequency,determinant_g_mean,-0.28908406043640816,baseline_regular_local
min_eigenvalue_mean,determinant_g_mean,0.9509578155710268,baseline_regular_local
min_eigenvalue_q10,determinant_g_mean,0.7304317810299865,baseline_regular_local
min_eigenvalue_q05,determinant_g_mean,0.7118326240723859,baseline_regular_local
spectral_tail_mean,determinant_g_mean,0.6251838273291594,baseline_regular_local
logdet_residual_mean,determinant_g_mean,0.37869978779604174,baseline_regular_local
logdet_residual_q90,determinant_g_mean,-0.28025115693337854,baseline_regular_local
logdet_residual_q95,determinant_g_mean,-0.20522019728448354,baseline_regular_local
euler_density_proxy_mean,determinant_g_mean,0.7577466139126594,baseline_regular_local
euler_density_proxy_weighted_mean,determinant_g_mean,0.6604665200502962,baseline_regular_local
determinant_g_mean,determinant_g_mean,1.0,baseline_regular_local
logdet_g_mean,determinant_g_mean,0.7577466139126594,baseline_regular_local
logdet_target_mean,determinant_g_mean,0.9517289952393981,baseline_regular_local
negative_frequency,logdet_g_mean,-0.8225720640525327,baseline_regular_local
min_eigenvalue_mean,logdet_g_mean,0.8605911683474341,baseline_regular_local
min_eigenvalue_q10,logdet_g_mean,0.8499033803754694,baseline_regular_local
min_eigenvalue_q05,logdet_g_mean,0.9618750072053545,baseline_regular_local
spectral_tail_mean,logdet_g_mean,0.9417636518648292,baseline_regular_local
logdet_residual_mean,logdet_g_mean,0.8727518597492687,baseline_regular_local
logdet_residual_q90,logdet_g_mean,-0.5763365825225778,baseline_regular_local
logdet_residual_q95,logdet_g_mean,-0.5841446885078434,baseline_regular_local
euler_density_proxy_mean,logdet_g_mean,1.0,baseline_regular_local
euler_density_proxy_weighted_mean,logdet_g_mean,0.9765280545600072,baseline_regular_local
determinant_g_mean,logdet_g_mean,0.7577466139126594,baseline_regular_local
logdet_g_mean,logdet_g_mean,1.0,baseline_regular_local
logdet_target_mean,logdet_g_mean,0.7549479725517287,baseline_regular_local
negative_frequency,logdet_target_mean,-0.30723642874361584,baseline_regular_local
min_eigenvalue_mean,logdet_target_mean,0.8935723788327092,baseline_regular_local
min_eigenvalue_q10,logdet_target_mean,0.7245838769867498,baseline_regular_local
min_eigenvalue_q05,logdet_target_mean,0.7245449906827114,baseline_regular_local
spectral_tail_mean,logdet_target_mean,0.6434520176890368,baseline_regular_local
logdet_residual_mean,logdet_target_mean,0.3387517025416994,baseline_regular_local
logdet_residual_q90,logdet_target_mean,-0.4734409687687235,baseline_regular_local
logdet_residual_q95,logdet_target_mean,-0.3621938811458701,baseline_regular_local
euler_density_proxy_mean,logdet_target_mean,0.7549479725517287,baseline_regular_local
euler_density_proxy_weighted_mean,logdet_target_mean,0.6761862594285308,baseline_regular_local
determinant_g_mean,logdet_target_mean,0.9517289952393981,baseline_regular_local
logdet_g_mean,logdet_target_mean,0.7549479725517287,baseline_regular_local
logdet_target_mean,logdet_target_mean,1.0,baseline_regular_local
negative_frequency,negative_frequency,1.0,baseline_regular_global
min_eigenvalue_mean,negative_frequency,-0.8994250095599894,baseline_regular_global
min_eigenvalue_q10,negative_frequency,-0.9358657021908803,baseline_regular_global
min_eigenvalue_q05,negative_frequency,-0.9132667651105743,baseline_regular_global
spectral_tail_mean,negative_frequency,-0.9245933025786752,baseline_regular_global
logdet_residual_mean,negative_frequency,-0.9905268881057994,baseline_regular_global
logdet_residual_q90,negative_frequency,-0.8299985151505839,baseline_regular_global
logdet_residual_q95,negative_frequency,-0.7029297701128443,baseline_regular_global
euler_density_proxy_mean,negative_frequency,-0.9830334891100718,baseline_regular_global
euler_density_proxy_weighted_mean,negative_frequency,-0.9806564103383724,baseline_regular_global
determinant_g_mean,negative_frequency,-0.7818431940994206,baseline_regular_global
logdet_g_mean,negative_frequency,-0.9830334891100718,baseline_regular_global
logdet_target_mean,negative_frequency,0.05243340055962635,baseline_regular_global
negative_frequency,min_eigenvalue_mean,-0.8994250095599894,baseline_regular_global
min_eigenvalue_mean,min_eigenvalue_mean,1.0,baseline_regular_global
min_eigenvalue_q10,min_eigenvalue_mean,0.9271167008116953,baseline_regular_global
min_eigenvalue_q05,min_eigenvalue_mean,0.9067243692162588,baseline_regular_global
spectral_tail_mean,min_eigenvalue_mean,0.9061869750911994,baseline_regular_global
logdet_residual_mean,min_eigenvalue_mean,0.9110592851915815,baseline_regular_global
logdet_residual_q90,min_eigenvalue_mean,0.7821042267484515,baseline_regular_global
logdet_residual_q95,min_eigenvalue_mean,0.6720084659097361,baseline_regular_global
euler_density_proxy_mean,min_eigenvalue_mean,0.9634677999281959,baseline_regular_global
euler_density_proxy_weighted_mean,min_eigenvalue_mean,0.9555709013621587,baseline_regular_global
determinant_g_mean,min_eigenvalue_mean,0.9469423105994429,baseline_regular_global
logdet_g_mean,min_eigenvalue_mean,0.9634677999281959,baseline_regular_global
logdet_target_mean,min_eigenvalue_mean,0.26820926493446745,baseline_regular_global
negative_frequency,min_eigenvalue_q10,-0.9358657021908803,baseline_regular_global
min_eigenvalue_mean,min_eigenvalue_q10,0.9271167008116954,baseline_regular_global
min_eigenvalue_q10,min_eigenvalue_q10,1.0,baseline_regular_global
min_eigenvalue_q05,min_eigenvalue_q10,0.9893525912334421,baseline_regular_global
spectral_tail_mean,min_eigenvalue_q10,0.9926478872969873,baseline_regular_global
logdet_residual_mean,min_eigenvalue_q10,0.9369788935929712,baseline_regular_global
logdet_residual_q90,min_eigenvalue_q10,0.6761161226044434,baseline_regular_global
logdet_residual_q95,min_eigenvalue_q10,0.5125773653548523,baseline_regular_global
euler_density_proxy_mean,min_eigenvalue_q10,0.9515009682862542,baseline_regular_global
euler_density_proxy_weighted_mean,min_eigenvalue_q10,0.9289635462111636,baseline_regular_global
determinant_g_mean,min_eigenvalue_q10,0.7652299123543844,baseline_regular_global
logdet_g_mean,min_eigenvalue_q10,0.9515009682862542,baseline_regular_global
logdet_target_mean,min_eigenvalue_q10,0.06571683759063363,baseline_regular_global
negative_frequency,min_eigenvalue_q05,-0.9132667651105743,baseline_regular_global
min_eigenvalue_mean,min_eigenvalue_q05,0.9067243692162588,baseline_regular_global
min_eigenvalue_q10,min_eigenvalue_q05,0.9893525912334421,baseline_regular_global
min_eigenvalue_q05,min_eigenvalue_q05,0.9999999999999998,baseline_regular_global
spectral_tail_mean,min_eigenvalue_q05,0.997738506085567,baseline_regular_global
logdet_residual_mean,min_eigenvalue_q05,0.9184819239804285,baseline_regular_global
logdet_residual_q90,min_eigenvalue_q05,0.638987644527168,baseline_regular_global
logdet_residual_q95,min_eigenvalue_q05,0.4650145307077302,baseline_regular_global
euler_density_proxy_mean,min_eigenvalue_q05,0.9265610001686658,baseline_regular_global
euler_density_proxy_weighted_mean,min_eigenvalue_q05,0.9007607560987102,baseline_regular_global
determinant_g_mean,min_eigenvalue_q05,0.7348048127130492,baseline_regular_global
logdet_g_mean,min_eigenvalue_q05,0.9265610001686658,baseline_regular_global
logdet_target_mean,min_eigenvalue_q05,0.03156875427689065,baseline_regular_global
negative_frequency,spectral_tail_mean,-0.9245933025786752,baseline_regular_global
